"source","report","date range","dimension","item","clicks","impressions","CTR","average position","users","sessions","engagement metric","indexing status","AdSense status","interpretation","confidence","resulting decision"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-02-22-master-leonardo-ai-negative-prompts","","","","","1  (%0,85)","1  (%0,63)","4 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-02-23-master-ai-art-emotion-prompts","","","","","1  (%0,85)","1  (%0,63)","8 dk. 27 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-03-15-master-historical-ai-art-prompts-recreate-era","","","","","1  (%0,85)","1  (%0,63)","1 dk. 38 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-03-23-master-vector-ai-art-prompts-scalable-clean-designs","","","","","1  (%0,85)","1  (%0,63)","3 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-04-21-ai-comics-storyboards-sequential-art-guide","","","","","1  (%0,85)","1  (%0,63)","0 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-05-17-master-sdxl-prompting-guide","","","","","1  (%0,85)","1  (%0,63)","2 dk. 10 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-05-19-leonardo-ai-merchandise-design-guide","","","","","1  (%0,85)","1  (%0,63)","20 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-05-21-ai-prompt-templates-reusable-blueprints","","","","","1  (%0,85)","1  (%0,63)","3 dk. 12 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-05-29-master-stable-diffusion-model-merging-custom-checkpoints","","","","","1  (%0,85)","1  (%0,63)","5 dk. 13 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-06-01-master-vaporwave-ai-art-prompts","","","","","1  (%0,85)","1  (%0,63)","1 dk. 02 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-06-06-stable-diffusion-low-vram-guide-optimize-performance","","","","","1  (%0,85)","1  (%0,63)","28 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-06-19-ai-art-workflow-tools-comparison-midjourney-sd-dalle-leonardo","","","","","1  (%0,85)","1  (%0,63)","3 dk. 11 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-07-10-master-tattoo-style-ai-art-prompts","","","","","1  (%0,85)","1  (%0,63)","0 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-07-11-ai-art-special-effects-midjourney-sd-dall-e3-comparison","","","","","1  (%0,85)","1  (%0,63)","0 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/blog/2026-07-13-master-midjourney-color-schemes-prompts","","","","","1  (%0,85)","1  (%0,63)","1 dk. 06 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/midjourney-v7/prompt-generator-for/fashion-editorial","","","","","1  (%0,85)","1  (%0,63)","3 dk. 54 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/prompt-generator-for/anime","","","","","1  (%0,85)","1  (%0,63)","17 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/prompt-generator-for/cinematic-portraits","","","","","1  (%0,85)","1  (%0,63)","55 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/prompt-generator-for/fantasy-scenes","","","","","1  (%0,85)","1  (%0,63)","6 dk. 17 sn.","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/prompt-generator-for/pixel-art","","","","","1  (%0,85)","1  (%0,63)","7 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/prompt-generator-for/youtube-thumbnails","","","","","1  (%0,85)","1  (%0,63)","56 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Landing page","2026-04-17 to 2026-07-15","Landing page","/stable-diffusion/prompt-generator-for/cinematic-portraits","","","","","1  (%0,85)","1  (%0,63)","39 sn","","","Sanitized landing-page sample; coverage is incomplete relative to GSC.","medium","Use only as supporting evidence"
"GA4","Events","2026-04-17 to 2026-07-15","Event inventory","1,110 events","","","","","118","","423 page_view; 260 scroll_depth; 157 session_start; no generator/copy/image success events; 0 key events","","","Product success is not measurable in the current event model.","high","Add consent-aware product outcome events"
"AdSense","Sites","Last updated 2026-03-04","Site","freeaipromptmaker.com","","","","","","","","","Action required; site not ready; Low value content","Exact rejection confirms the low-value/scaled-content risk.","high","Do not request review until rebuild and observation period"
"AdSense","Site detail","Last updated 2026-03-04","ads.txt","freeaipromptmaker.com","","","","","","","","","Not found in account","Public audit now retrieves ads.txt at HTTP 200; account state is stale.","high","Verify in a future authorized review; do not edit account now"
"AdSense","Policy center","2026-07-16 inspection","Account","No ad-serving policy issue","","","","","","","","","No issue stopping or limiting ad serving","This does not clear the separate site-approval rejection.","high","Keep statuses distinct"
"AdSense","Reports","2026-07-16 inspection","Entire account","All metrics zero","","","","","","","","","0 page views; 0 impressions; 0 clicks; zero earnings","No monetization coverage or placement evidence exists.","high","Design ad placements conservatively after approval readiness"
"AdSense","Privacy and messaging","2026-07-16 inspection","European regulations","Target site","","","","","","","","","No published message for freeaipromptmaker.com","The one active account message belongs to another site.","high","Do not claim the custom banner is a certified CMP; configure target separately only with authorization"
